movie_title,movie_id,imdb_link,imdb_score,movie_budget,release_day,release_month,release_year,duration,language,country,maturity_rating,aspect_ratio,distributor,nb_news_articles,director,actor1,actor1_star_meter,actor2,actor2_star_meter,actor3,actor3_star_meter,colour_film,genres,nb_faces,plot_keywords,action,adventure,scifi,thriller,musical,romance,western,sport,horror,drama,war,animation,crime,movie_meter_IMDBpro,cinematographer,production_company
Ace Ventura: When Nature Calls,5649,http://www.imdb.com/title/tt0112281/?ref_=fn_tt_tt_1,6.3,30000000,22,Dec,1995,90,English,USA,PG-13,2.35,Warner Bros.,76,Steve Oedekerk,Bruce Spence,4974,Bob Gunton,5510,Sophie Okonedo,3003,Color,Adventure|Comedy,0,africa|bat|hawaiian shirt|pregnancy|pregnant,0,1,0,0,0,0,0,0,0,0,0,0,0,5652,Donald E. Thorin,Morgan Creek Entertainment Group
Fido,5663,http://www.imdb.com/title/tt0457572/?ref_=fn_tt_tt_1,6.8,8000000,19,Jan,2007,93,English,Canada,R,2.35,Lionsgate,48,Andrew Currie,Alexia Fast,2077,Henry Czerny,5350,Kesun Loder,35574,Black and White,Comedy|Drama|Horror|Sci-Fi,1,decapitation|neighbor|neighborhood|next door neighbor|zombie,0,0,1,0,0,0,0,0,1,1,0,0,0,13681,Jan Kiesser,Lions Gate Films
Psycho,5669,http://www.imdb.com/title/tt0054215/?ref_=fn_tt_tt_1,8.5,806947,8,Sep,1960,108,English,USA,R,1.85,Paramount Pictures,2855,Alfred Hitchcock,Janet Leigh,1826,Vera Miles,4036,John Gavin,8749,Black and White,Horror|Mystery|Thriller,2,money|motel|rain|shower|theft,0,0,0,1,0,0,0,0,1,0,0,0,0,601,John L. Russell,Shamley Productions
Scream 2,5692,http://www.imdb.com/title/tt0120082/?ref_=fn_tt_tt_1,6.1,24000000,12,Dec,1997,120,English,USA,R,2.35,Dimension Films,461,Wes Craven,Omar Epps,3935,Jada Pinkett Smith,1892,Kevin Williamson,13395,Color,Horror|Mystery,5,college|ghostface|killer|killing spree|murder,0,0,0,0,0,0,0,0,1,0,0,0,0,2429,Peter Deming,Dimension Films
Down in the Valley,5694,http://www.imdb.com/title/tt0398027/?ref_=fn_tt_tt_1,6.5,8000000,16,Jun,2005,108,English,USA,R,2.35,THINKFilm,44,David Jacobson,Hunter Parrish,2486,Bruce Dern,1181,Rory Culkin,1325,Color,Drama|Romance|Thriller,2,beach|cowboy|cowboy hat|neo western|valley,0,0,0,1,0,1,0,0,0,1,0,0,0,22966,Enrique Chediak,Element Films
College,5699,http://www.imdb.com/title/tt0844671/?ref_=fn_tt_tt_1,4.6,6500000,29,Aug,2008,94,English,USA,R,1.85,Metro-Goldwyn-Mayer (MGM),71,Deb Hagan,Drake Bell,5139,Alona Tal,2069,Haley Bennett,642,Color,Comedy,0,college|face slap|high school|loss of virginity|pierced nipple,0,0,0,0,0,0,0,0,0,0,0,0,0,12987,Dan Stoloff,Element Films
Delivery Man,5701,http://www.imdb.com/title/tt2387559/?ref_=fn_tt_tt_1,6.4,26000000,22,Nov,2013,105,English,USA,PG-13,2.35,Mister Smith Entertainment,634,Ken Scott,Jack Reynor,5190,Bobby Moynihan,9013,Matthew Daddario,2658,Color,Comedy|Drama,10,children|identity|lawsuit|lawyer|sperm donor,0,0,0,0,0,0,0,0,0,1,0,0,0,4717,Eric Alan Edwards,DreamWorks
Mongol: The Rise of Genghis Khan,5703,http://www.imdb.com/title/tt0416044/?ref_=fn_tt_tt_1,7.3,20000000,4,Jul,2008,126,Mongolian,Russia,R,2.35,Beta Film,51,Sergey Bodrov,Tadanobu Asano,9200,Khulan Chuluun,92558,Honglei Sun,61550,Color,Adventure|Biography|Drama|History|War,0,epic|genghis khan|one word title|slave|starving,0,1,0,0,0,0,0,0,0,1,1,0,0,8662,multiple,CTB Film Company
Bandidas,5720,http://www.imdb.com/title/tt0416496/?ref_=fn_tt_tt_1,5.7,32000000,22,Sep,2006,93,English,France,PG-13,2.35,Twentieth Century Fox,55,Joachim RÌÄåünning,Salma Hayek,704,Sam Shepard,3049,Dwight Yoakam,5037,Color,Action|Comedy|Crime|Western,2,bank|cleavage|farmer|female gunfighter|mexico,1,0,0,0,0,0,1,0,0,0,0,0,1,8296,Thierry Arbogast,EuropaCorp
Sausage Party,5730,http://www.imdb.com/title/tt1700841/?ref_=fn_tt_tt_1,7.5,19000000,12,Aug,2016,89,English,USA,R,1.85,Annapurna International,919,Greg Tiernan,James Franco,343,Salma Hayek,704,Anders Holm,3551,Color,Adventure|Animation|Comedy|Fantasy,0,bread|coarse language|f word|sausage|tricked into lesbian sex,0,1,0,0,0,0,0,0,0,0,0,1,0,907,multiple,Annapurna Pictures
5 Days of War,5733,http://www.imdb.com/title/tt1486193/?ref_=fn_tt_tt_1,5.6,20000000,19,Aug,2011,113,English,Georgia,R,2.35,Recreation Media,78,Renny Harlin,Richard Coyle,2765,Kenneth Cranham,10218,Ana Imnadze,1965916,Color,Action|Drama|War,9,cameraman|epic battle|journalist|south ossetia|street shootout,1,0,0,0,0,0,0,0,0,1,1,0,0,21771,Checco Varese,Rex Media
There Goes My Baby,5766,http://www.imdb.com/title/tt0108320/?ref_=fn_tt_tt_1,6.4,10500000,2,Sep,1994,99,English,USA,R,2.35,Orion Pictures,61,Floyd Mutrux,Ricky Schroder,5050,Kelli Williams,5814,Seymour Cassel,13992,Color,Comedy|Drama,2,high school|love|police|showdown|surfer,0,0,0,0,0,0,0,0,0,1,0,0,0,25854,William A. Fraker,Nelson Entertainment
Cheaper by the Dozen,5767,http://www.imdb.com/title/tt0349205/?ref_=fn_tt_tt_1,5.8,40000000,25,Dec,2003,94,English,USA,PG,1.85,Twentieth Century Fox,341,Shawn Levy,Tom Welling,1033,Alyson Stoner,1263,Bonnie Hunt,935,Color,Comedy|Family,15,9 year old|house|illinois|new job|vomiting,0,0,0,0,0,0,0,0,0,0,0,0,0,2995,Jonathan Brown,Twentieth Century Fox
On the Line,5774,http://www.imdb.com/title/tt0279286/?ref_=fn_tt_tt_1,4.1,16000000,26,Oct,2001,85,English,USA,PG,1.85,Miramax,74,Eric Bross,Jerry Stiller,5038,Tamala Jones,6688,Dave Foley,5046,Color,Comedy|Family|Romance,2,based on short film|chicago illinois|el train|love|train,0,0,0,0,0,1,0,0,0,0,0,0,0,31655,Michael Bernard,A Happy Place
Star Trek: The Motion Picture,5801,http://www.imdb.com/title/tt0079945/?ref_=fn_tt_tt_1,6.4,35000000,8,Dec,1979,143,English,USA,PG,2.35,Paramount Pictures,357,Robert Wise,Leonard Nimoy,3828,Nichelle Nichols,6150,Walter Koenig,9685,Color,Adventure|Mystery|Sci-Fi,2,alien|space|space station|spacecraft|warp speed,0,1,1,0,0,0,0,0,0,0,0,0,0,5505,Richard H. Kline,Paramount Pictures
Oliver Twist,5802,http://www.imdb.com/title/tt0380599/?ref_=fn_tt_tt_1,6.9,50000000,30,Sep,2005,130,English,UK,PG-13,2.35,TriStar Pictures,293,Roman Polanski,Ian McNeice,8208,Barney Clark,31592,Tony Noble,667576,Color,Crime|Drama,0,boy|character name in title|orphan|pickpocket|workhouse,0,0,0,0,0,0,0,0,0,1,0,0,1,7212,Pawel Edelman,R.P. Productions
Radio Flyer,5810,http://www.imdb.com/title/tt0105211/?ref_=fn_tt_tt_1,6.9,35000000,21,Feb,1992,114,English,USA,PG-13,2.35,Columbia Pictures Corporation,45,Richard Donner,Adam Baldwin,1499,Thomas Ian Nicholas,4925,John Heard,4899,Color,Drama,3,father son relationship|physical abuse|radio flyer|stepfather|stepfather stepson relationship,0,0,0,0,0,0,0,0,0,1,0,0,0,11032,Laa1szlab3 Kovaa1cs,Columbia Pictures Corporation
Ray,5814,http://www.imdb.com/title/tt0350258/?ref_=fn_tt_tt_1,7.7,40000000,29,Oct,2004,178,English,USA,PG-13,1.85,Universal Pictures,1497,Taylor Hackford,Bokeem Woodbine,3767,Curtis Armstrong,6302,Harry Lennix,6510,Color,Biography|Drama|Music,0,1950s|1960s|racism|rhythm and blues|singer,0,0,0,0,1,0,0,0,0,1,0,0,0,5612,Pawel Edelman,Universal Pictures
City of Ghosts,5815,http://www.imdb.com/title/tt0164003/?ref_=fn_tt_tt_1,6,17500000,21,Jan,2017,116,English,USA,R,1.85,Cinetic Media,166,Matt Dillon,Kirk Fox,11616,Shawn Andrews,3562,Rob Campbell,16126,Color,Crime|Drama|Thriller,0,bag over head|buddhist temple|loss of friend|male bonding|nightclub,0,0,0,1,0,0,0,0,0,1,0,0,1,13327,Matthew Heineman,Our Time Projects
15 Minutes,5828,http://www.imdb.com/title/tt0179626/?ref_=fn_tt_tt_1,6.1,42000000,9,Mar,2001,120,English,USA,R,2.35,New Line Cinema,136,John Herzfeld,Robert De Niro,379,Charlize Theron,233,Kelsey Grammer,2216,Color,Action|Crime|Drama|Thriller,1,criminal|detective|fire|homicide|media,1,0,0,1,0,0,0,0,0,1,0,0,1,10126,Jean-Yves Escoffier,New Line Cinema
Species,5841,http://www.imdb.com/title/tt0114508/?ref_=fn_tt_tt_1,5.8,35000000,7,Jul,1995,108,English,USA,R,2.35,MGM/UA Distribution Company,207,Roger Donaldson,Natasha Henstridge,1768,Marg Helgenberger,3018,Jordan Lund,53025,Color,Action|Horror|Sci-Fi|Thriller,0,alien|interspecies sex|scientist|sexual attraction|train,1,0,1,1,0,0,0,0,1,0,0,0,0,1737,Andrzej Bartkowiak,Metro-Goldwyn-Mayer (MGM)
Chasing Mavericks,5852,http://www.imdb.com/title/tt1629757/?ref_=fn_tt_tt_1,7.2,20000000,26,Oct,2012,116,English,USA,PG,1.85,Twentieth Century Fox,405,Michael Apted,Gerard Butler,371,Abigail Spencer,741,Leven Rambin,1183,Color,Biography|Drama|Sport,2,box office flop|no opening credits|surfing|two word title|year 1987,0,0,0,0,0,0,0,1,0,1,0,0,0,9148,Bill Pope,Fox 2000 Pictures
Little Miss Sunshine,5860,http://www.imdb.com/title/tt0449059/?ref_=fn_tt_tt_1,7.9,8000000,18,Aug,2006,101,English,USA,R,2.35,Fox Searchlight Pictures,3172,Jonathan Dayton,Steve Carell,296,Steven Christopher Parker,30213,Jill Talley,16515,Color,Comedy|Drama,1,gay|graduate student|sister sister relationship|sprite|uncle nephew relationship,0,0,0,0,0,0,0,0,0,1,0,0,0,2159,Tim Suhrstedt,Fox Searchlight Pictures
Dressed to Kill,5866,http://www.imdb.com/title/tt0080661/?ref_=fn_tt_tt_1,7.1,6500000,25,Jul,1980,104,English,USA,X,2.35,Filmways Pictures,486,Brian De Palma,Angie Dickinson,1107,David Margulies,19038,Nancy Allen,2736,Color,Mystery|Romance|Thriller,0,apartment|elevator|murder|psychiatrist|sunglasses,0,0,0,1,0,1,0,0,0,0,0,0,0,2639,Ralf D. Bode,Filmways Pictures
Hot Tub Time Machine 2,5867,http://www.imdb.com/title/tt2637294/?ref_=fn_tt_tt_1,5.1,14000000,20,Feb,2015,99,English,USA,R,1.85,Paramount Pictures,410,Steve Pink,Adam Scott,1227,Gillian Jacobs,634,Collette Wolfe,3810,Color,Comedy|Sci-Fi,4,acid trip|gameshow|hot tub|time lord|time machine,0,0,1,0,0,0,0,0,0,0,0,0,0,6215,Declan Quinn,Paramount Pictures
Mortal Kombat: Annihilation,5869,http://www.imdb.com/title/tt0119707/?ref_=fn_tt_tt_1,3.7,30000000,21,Nov,1997,95,English,USA,PG-13,1.85,New Line Cinema,112,John R. Leonetti,Brian Thompson,3765,Talisa Soto,3165,Robin Shou,7234,Color,Action|Adventure|Fantasy|Sci-Fi|Thriller,0,alternate reality|battle|martial arts|mortal kombat|warrior,1,1,1,1,0,0,0,0,0,0,0,0,0,4506,Matthew F. Leonetti,New Line Cinema
Elizabeth,5872,http://www.imdb.com/title/tt0127536/?ref_=fn_tt_tt_1,7.5,25000000,19,Feb,1999,124,English,UK,R,1.85,Gramercy Pictures (I),1470,Shekhar Kapur,Fanny Ardant,13095,John Gielgud,8476,Eric Cantona,21504,Color,Biography|Drama|History,1,16th century|british royal family|catholic|queen|queen elizabeth i,0,0,0,0,0,0,0,0,0,1,0,0,0,3854,Remi Adefarasin,PolyGram Filmed Entertainment
Jade,5875,http://www.imdb.com/title/tt0113451/?ref_=fn_tt_tt_1,5.1,50000000,13,Oct,1995,107,English,USA,R,1.85,Paramount Pictures,88,William Friedkin,Michael Biehn,1232,Chazz Palminteri,6564,Linda Fiorentino,2001,Color,Crime|Drama|Thriller,0,blackmail|investigation|murder|panties pulled down|prostitution,0,0,0,1,0,0,0,0,0,1,0,0,1,7346,Andrzej Bartkowiak,Paramount Pictures
Forty Shades of Blue,5878,http://www.imdb.com/title/tt0395543/?ref_=fn_tt_tt_1,6,1500000,21,Jan,2005,108,English,USA,R,1.85,Capital Entertainment,62,Ira Sachs,Rip Torn,3740,Jenny O'Hara,7515,Darren E. Burrows,11317,Color,Drama|Music|Romance,0,love|music producer|previous marriage|rock 'n' roll|russian,0,0,0,0,1,1,0,0,0,1,0,0,0,27917,Julian Whatley,Charlie Guidance Productions
Splash,5887,http://www.imdb.com/title/tt0088161/?ref_=fn_tt_tt_1,6.2,8000000,9,Mar,1984,111,English,USA,PG,1.85,Buena Vista Pictures,457,Ron Howard,Tom Hanks,86,Howard Morris,10046,Patrick Cronin,39484,Color,Comedy|Fantasy|Romance,2,cmnf|cmnf scene|mermaid|new york city|public nudity,0,0,0,0,0,1,0,0,0,0,0,0,0,3666,Donald Peterman,Touchstone Pictures
Road House,5894,http://www.imdb.com/title/tt0098206/?ref_=fn_tt_tt_1,6.5,17000000,19,May,1989,114,English,USA,R,2.35,United Artists,364,Rowdy Herrington,Ben Gazzara,9623,Kevin Tighe,8468,Kelly Lynch,1057,Color,Action|Thriller,1,bikini|cult film|fired from the job|martial arts|violence,1,0,0,1,0,0,0,0,0,0,0,0,0,1413,Dean Cundey,Silver Pictures
Run Lola Run,5896,http://www.imdb.com/title/tt0130827/?ref_=fn_tt_tt_1,7.8,3500000,18,Jun,1999,81,German,Germany,R,1.85,Sony Pictures Classics,609,Tom Tykwer,Moritz Bleibtreu,12381,Ludger Pistor,46071,Armin Rohde,78883,Black and White,Crime|Drama,1,bechdel test failed|money|multiple outcomes|repeated event|subway,0,0,0,0,0,0,0,0,0,1,0,0,1,5690,Frank Griebe,X-Filme Creative Pool
Ultraviolet,5905,http://www.imdb.com/title/tt0370032/?ref_=fn_tt_tt_1,4.4,30000000,5,Mar,2006,94,English,USA,PG-13,1.85,AXN,0,Kurt Wimmer,Milla Jovovich,281,Cameron Bright,7886,Nick Chinlund,7256,Color,Action|Horror|Sci-Fi|Thriller,1,boy|disease|hemophagia|speed|vampire,1,0,1,1,0,0,0,0,1,0,0,0,0,5573,multiple,AXN Central Europe
Stir of Echoes,5909,http://www.imdb.com/title/tt0164181/?ref_=fn_tt_tt_1,7,12000000,10,Sep,1999,99,English,USA,R,1.85,Artisan Entertainment,147,David Koepp,Illeana Douglas,1469,Kathryn Erbe,2860,Lusia Strus,5174,Color,Horror|Mystery|Thriller,0,disappearance|hearing voices|hypnosis|post hypnotic suggestion|seeing a ghost,0,0,0,1,0,0,0,0,1,0,0,0,0,5447,Fred Murphy,Artisan Entertainment
Skyline,5910,http://www.imdb.com/title/tt1564585/?ref_=fn_tt_tt_1,4.4,10000000,12,Nov,2010,97,English,USA,PG-13,2.35,Creative Artists Agency (CAA),746,Colin Strause,David Zayas,5879,Donald Faison,5202,Brittany Daniel,2452,Color,Action|Sci-Fi|Thriller,0,apartment|blue light|drawing|group of friends|light,1,0,1,1,0,0,0,0,0,0,0,0,0,6643,Michael Watson,Rogue Pictures
Monsoon Wedding,5912,http://www.imdb.com/title/tt0265343/?ref_=fn_tt_tt_1,7.4,7000000,26,Apr,2002,114,Hindi,India,R,1.85,Focus Features,319,Mira Nair,Naseeruddin Shah,14847,Randeep Hooda,16085,Lillete Dubey,25775,Color,Comedy|Drama|Romance,0,arranged marriage|bride|celebration|marriage|wedding,0,0,0,0,0,1,0,0,0,1,0,0,0,16307,Declan Quinn,IFC Productions
Being John Malkovich,5913,http://www.imdb.com/title/tt0120601/?ref_=fn_tt_tt_1,7.8,13000000,3,Dec,1999,112,English,USA,R,1.85,USA Films,1304,Spike Jonze,Willie Garson,6268,Orson Bean,8685,Mary Kay Place,4903,Color,Comedy|Drama|Fantasy,2,body swap|magical realism|portal|puppeteer|surrealism,0,0,0,0,0,0,0,0,0,1,0,0,0,2020,Lance Acord,Astralwerks
Faith Like Potatoes,5920,http://www.imdb.com/title/tt0850667/?ref_=fn_tt_tt_1,6.9,10000000,7,Apr,2009,116,Zulu,South Africa,PG,1.85,Carmel Entertainment Group,4,Regardt van den Bergh,Sean Cameron Michael,32013,Frank Rautenbach,61236,Jeanne Neilson,93162,Color,Drama,2,food|food in title|potato,0,0,0,0,0,0,0,0,0,1,0,0,0,25869,Dave Aenmey,Global Creative Studios
Superbabies: Baby Geniuses 2,5923,http://www.imdb.com/title/tt0270846/?ref_=fn_tt_tt_1,1.9,20000000,27,Aug,2004,88,English,Germany,PG,2.35,Sony Pictures Releasing,24,Bob Clark,Scott Baio,7431,Vanessa Angel,3089,Peter Wingfield,14002,Color,Comedy|Family|Sci-Fi,3,computer|good versus evil|mind control|science experiment|sequel,0,0,1,0,0,0,0,0,0,0,0,0,0,11230,Maher Maleh,ApolloMedia Distribution
"Sex, Lies, and Videotape",5934,http://www.imdb.com/title/tt0098724/?ref_=fn_tt_tt_1,7.2,1200000,22,Sep,1989,100,English,USA,R,1.85,RCA/Columbia Pictures Home Video,15,Steven Soderbergh,Peter Gallagher,3327,Laura San Giacomo,2394,Steven Brill,19295,Color,Drama,2,affair|interview|marriage|sex|videotape,0,0,0,0,0,0,0,0,0,1,0,0,0,4870,Walt Lloyd,Outlaw Productions (I)
Paul Blart: Mall Cop,5938,http://www.imdb.com/title/tt1114740/?ref_=fn_tt_tt_1,5.2,26000000,16,Jan,2009,91,English,USA,PG,1.85,Columbia Pictures Corporation,1009,Steve Carr,Erick Avari,10183,Adhir Kalyan,15472,Allen Covert,6160,Color,Action|Comedy|Crime,1,cell phone|hostage|mall|security guard|text messaging,1,0,0,0,0,0,0,0,0,0,0,0,1,4356,Russ T. Alsobrook,Columbia Pictures Corporation
The Debt,5939,http://www.imdb.com/title/tt1226753/?ref_=fn_tt_tt_1,6.9,20000000,25,Aug,2011,113,English,USA,R,2.35,Focus Features,1058,John Madden,Tom Wilkinson,4548,Jesper Christensen,15466,Romi Aboulafia,30438,Color,Drama|Thriller,3,east berlin|kiev ukraine|mossad|nazi|nazi war criminal,0,0,0,1,0,0,0,0,0,1,0,0,0,6345,Ben Davis,Miramax
30 Days of Night,5951,http://www.imdb.com/title/tt0389722/?ref_=fn_tt_tt_1,6.6,32000000,19,Oct,2007,113,English,USA,R,2.35,Mandate International,54,David Slade,Danny Huston,3454,Mark Rendall,18952,Megan Franich,22507,Color,Horror,0,alaska|small town|snow|vampire|winter,0,0,0,0,0,0,0,0,1,0,0,0,0,3186,Jo Willems,Columbia Pictures Corporation
Madea's Witness Protection,5958,http://www.imdb.com/title/tt2215285/?ref_=fn_tt_tt_1,4.8,20000000,29,Jun,2012,114,English,USA,PG-13,1.85,Lionsgate,172,Tyler Perry,John Amos,6056,Tom Arnold,6535,Romeo Miller,13579,Color,Comedy|Crime|Drama,5,critically bashed|culture shock|interracial relationship|madea series|ponzi scheme,0,0,0,0,0,0,0,0,0,1,0,0,1,19970,Alexander Gruszynski,The Tyler Perry Company
Married Life,5962,http://www.imdb.com/title/tt0804505/?ref_=fn_tt_tt_1,6.3,12000000,28,Mar,2008,91,English,USA,PG-13,1.85,Sony Pictures Classics,11,Ira Sachs,David Richmond-Peck,22766,Erin Boyes,29850,Timothy Webber,21547,Color,Crime|Drama|Romance,4,bachelor|best friend|divorce|poison|widow,0,0,0,0,0,1,0,0,0,1,0,0,1,21723,Peter Deming,Sidney Kimmel Entertainment
One Flew Over the Cuckoo's Nest,5976,http://www.imdb.com/title/tt0073486/?ref_=fn_tt_tt_1,8.7,4400000,19,Nov,1975,133,English,USA,R,1.85,United Artists,559,Milos Forman,Scatman Crothers,9090,Michael Berryman,4024,Louise Fletcher,4225,Color,Drama,0,1960s|escape|mental institution|nurse|sexuality,0,0,0,0,0,0,0,0,0,1,0,0,0,849,Haskell Wexler,Fantasy Films
Bucky Larson: Born to Be a Star,5990,http://www.imdb.com/title/tt1411664/?ref_=fn_tt_tt_1,3.3,10000000,9,Sep,2011,97,English,USA,R,1.85,Columbia Pictures Corporation,232,Tom Brady,Don Johnson,1920,Kevin Nealon,6536,Nicholas Turturro,6335,Color,Comedy,1,diner|eating a banana|masturbation|porn star|shooting a pornographic movie,0,0,0,0,0,0,0,0,0,0,0,0,0,14391,Michael Barrett,Columbia Pictures Corporation
Waking Ned Devine,6011,http://www.imdb.com/title/tt0166396/?ref_=fn_tt_tt_1,7.4,3000000,8,Jan,1999,91,English,UK,PG,2.35,HanWay Films,186,Kirk Jones,James Nesbitt,6856,David Kelly,9607,Fionnula Flanagan,5241,Color,Comedy,0,dead body|death|lottery|small town|village,0,0,0,0,0,0,0,0,0,0,0,0,0,12823,Henry Braham,Tomboy Films
Halloween III: Season of the Witch,6016,http://www.imdb.com/title/tt0085636/?ref_=fn_tt_tt_1,4.6,2500000,22,Oct,1982,98,English,USA,R,2.35,Universal Pictures,229,Tommy Lee Wallace,Tom Atkins,9288,Dan O'Herlihy,9455,Nancy Kyes,5739,Color,Horror|Mystery|Sci-Fi,0,doctor|factory|halloween|holiday horror|stonehenge,0,0,1,0,0,0,0,0,1,0,0,0,0,1303,Dean Cundey,Dino De Laurentiis Company
Lions for Lambs,6021,http://www.imdb.com/title/tt0891527/?ref_=fn_tt_tt_1,6.2,35000000,9,Nov,2007,92,English,USA,R,2.35,Metro-Goldwyn-Mayer (MGM),357,Robert Redford,Meryl Streep,559,Tom Cruise,85,Andrew Garfield,1074,Color,Drama|Thriller|War,3,afghanistan|professor|reporter|student|university,0,0,0,1,0,0,0,0,0,1,1,0,0,7632,Philippe Rousselot,Metro-Goldwyn-Mayer (MGM)
Get Hard,6036,http://www.imdb.com/title/tt2561572/?ref_=fn_tt_tt_1,6,40000000,27,Mar,2015,107,English,USA,R,1.85,Twentieth Century Fox,683,Etan Cohen,Will Ferrell,505,Alison Brie,106,Craig T. Nelson,2870,Color,Comedy|Crime,2,camera focus on female butt|gay bar|millionaire|singing in a car|two word title,0,0,0,0,0,0,0,0,0,0,0,0,1,2499,Tim Suhrstedt,Gary Sanchez Productions
Mary Poppins,6038,http://www.imdb.com/title/tt0058331/?ref_=fn_tt_tt_1,7.8,6000000,27,Aug,1964,139,English,USA,Approved,1.66,Buena Vista Distribution Company,2674,Robert Stevenson,Ed Wynn,8219,Glynis Johns,1409,Elsa Lanchester,6629,Color,Comedy|Family|Fantasy|Musical,2,banker|female protagonist|live action and animation|magic|nanny,0,0,0,0,1,0,0,0,0,0,0,0,0,893,Edward Colman,Walt Disney Productions
The Usual Suspects,6051,http://www.imdb.com/title/tt0114814/?ref_=fn_tt_tt_1,8.6,6000000,15,Sep,1995,106,English,USA,R,2.35,Gramercy Pictures (I),1592,Bryan Singer,Kevin Spacey,625,Chazz Palminteri,6564,Kevin Pollak,3613,Color,Crime|Drama|Mystery|Thriller,4,criminal|dirty cop|flashback|limping|suspect,0,0,0,1,0,0,0,0,0,1,0,0,1,781,Newton Thomas Sigel,PolyGram Filmed Entertainment
The Pelican Brief,6057,http://www.imdb.com/title/tt0107798/?ref_=fn_tt_tt_1,6.5,45000000,17,Dec,1993,141,English,USA,PG-13,2.35,Warner Bros.,121,Alan J. Pakula,Denzel Washington,341,Julia Roberts,513,Tony Goldwyn,2339,Color,Crime|Drama|Mystery|Thriller,0,college professor|fbi|president|professor|supreme court,0,0,0,1,0,0,0,0,0,1,0,0,1,5477,Stephen Goldblatt,Warner Bros.
JFK,6064,http://www.imdb.com/title/tt0102138/?ref_=fn_tt_tt_1,8,40000000,20,Dec,1991,206,English,France,R,2.35,Warner Bros.,861,Oliver Stone,Sally Kirkland,5005,Jay O. Sanders,8629,Cheryl Penland,454756,Black and White,Drama|History|Thriller,1,death|gay slur|homosexuality|investigation|president,0,0,0,1,0,0,0,0,0,1,0,0,0,4422,Robert Richardson,Warner Bros.
Swimfan,6071,http://www.imdb.com/title/tt0283026/?ref_=fn_tt_tt_1,5,8500000,6,Sep,2002,85,English,USA,PG-13,2.35,Twentieth Century Fox,69,John Polson,Erika Christensen,1991,Shiri Appleby,2085,Jason Ritter,2686,Color,Drama|Thriller,0,high school|hospital|new jersey|stanford university|swimming,0,0,0,1,0,0,0,0,0,1,0,0,0,7694,Giles Nuttgens,Twentieth Century Fox
Diary of the Dead,6075,http://www.imdb.com/title/tt0848557/?ref_=fn_tt_tt_1,5.7,2000000,22,Feb,2008,95,English,USA,R,1.85,Voltage Pictures,442,George A. Romero,Megan Park,3590,Shawn Roberts,5146,Joe Dinicol,7050,Color,Horror,0,barn|film student|hospital|mummy|video camera,0,0,0,0,0,0,0,0,1,0,0,0,0,6791,Adam Swica,Artfire Films
Blazing Saddles,6080,http://www.imdb.com/title/tt0071230/?ref_=fn_tt_tt_1,7.8,2600000,7,Feb,1974,93,English,USA,R,2.35,Warner Bros.,874,Mel Brooks,Madeline Kahn,789,David Huddleston,9723,Harvey Korman,10912,Color,Comedy|Western,0,railroad|reference to douglas fairbanks|reference to jesse owens|reference to randolph scott|year 1874,0,0,0,0,0,0,1,0,0,0,0,0,0,1295,Joseph F. Biroc,Crossbow Productions
Back to the Future,6082,http://www.imdb.com/title/tt0088763/?ref_=fn_tt_tt_1,8.5,19000000,3,Jul,1985,116,English,USA,PG,1.18,Universal Pictures,6502,Robert Zemeckis,Lea Thompson,976,Thomas F. Wilson,3149,J.J. Cohen,18319,Color,Adventure|Comedy|Sci-Fi,0,clock tower|delorean|future|time travel|time travel comedy,0,1,1,0,0,0,0,0,0,0,0,0,0,487,Dean Cundey,Universal Pictures
